Millis,Ori.x,Ori.y,Ori.z,Acc.x,Acc.y,Acc.z,LAcc.x,LAcc.y,LAcc.z,Grav.x,Grav.y,Grav.z,Mag.x,Mag.y,Mag.z,Gyro.x,Gyro.y,Gyro.z,Euler.x,Euler.y,Euler.z,Quat.w,Quat.x,Quat.y,Quat.z,Speed,Direction,VoltageIn,VoltageEngine
70804, 296.62, -3.25, -174.31, -0.45, 0.35, -5.64, 0.10, -0.60, 4.10, -0.56, 0.96, -9.74, -23.00, -3.69, 12.88, 0.03, 0.16, 0.27, 296.62, -3.25, -174.31, 0.00, 0.52, -0.85, -0.06, 7, 296, 398, 32, 
70904, 296.69, -3.25, -174.31, -1.08, 1.87, -7.93, -0.52, 0.91, 1.80, -0.56, 0.96, -9.74, -24.06, -3.25, 13.38, 0.04, 0.10, 0.04, 296.69, -3.25, -174.31, 0.00, 0.52, -0.85, -0.06, 7, 296, 400, 40, 
71004, 296.81, -3.19, -174.37, -0.28, 1.75, -5.84, 0.26, 0.80, 3.90, -0.54, 0.95, -9.74, -22.25, -2.87, 13.75, 0.11, 0.15, -0.01, 296.81, -3.19, -174.37, 0.00, 0.52, -0.85, -0.06, 6, 296, 406, 23, 
71104, 296.44, -3.06, -174.44, 1.72, -0.39, -6.54, 2.25, -1.33, 3.20, -0.52, 0.94, -9.74, -24.50, -5.75, 15.38, 0.16, 0.17, -0.24, 296.44, -3.06, -174.44, 0.00, 0.53, -0.85, -0.06, 6, 296, 400, 31, 
71204, 296.50, -2.94, -174.37, -0.69, 0.13, -8.56, -0.18, -0.81, 1.18, -0.51, 0.95, -9.74, -23.25, -2.19, 15.88, 0.10, 0.17, 0.15, 296.50, -2.94, -174.37, 0.00, 0.53, -0.85, -0.06, 6, 296, 397, 28, 
71304, 297.31, -2.81, -174.19, 0.00, 1.07, -7.95, 0.49, 0.08, 1.79, -0.48, 0.98, -9.74, -24.06, 3.06, 16.87, 0.10, 0.24, 0.35, 297.31, -2.81, -174.19, 0.01, 0.52, -0.85, -0.06, 6, 297, 399, 29, 
71404, 299.69, -2.75, -174.00, 1.46, 3.67, -7.76, 1.93, 2.65, 1.97, -0.47, 1.02, -9.74, -24.75, 0.56, 17.56, 0.09, 0.11, 0.50, 299.69, -2.75, -174.00, 0.01, 0.50, -0.86, -0.06, 6, 299, 396, 22, 
71504, 302.81, -2.81, -174.00, 0.37, 1.01, -7.94, 0.85, 0.00, 1.79, -0.48, 1.01, -9.74, -25.50, -2.00, 18.25, 0.11, -0.01, 0.55, 302.81, -2.81, -174.00, 0.00, 0.48, -0.88, -0.06, 6, 302, 413, 32, 
71604, 306.37, -2.87, -174.06, 0.49, 1.24, -7.24, 0.99, 0.24, 2.49, -0.49, 1.00, -9.74, -25.50, 2.37, 18.69, 0.02, -0.07, 0.64, 306.37, -2.87, -174.06, 0.00, 0.45, -0.89, -0.06, 7, 306, 400, 30, 
71704, 310.12, -2.94, -174.12, 1.97, 1.44, -8.39, 2.48, 0.45, 1.34, -0.50, 0.99, -9.74, -24.50, 4.87, 17.69, -0.28, -0.21, 0.70, 310.12, -2.94, -174.12, -0.00, 0.42, -0.91, -0.06, 6, 310, 391, 31, 
71804, 313.81, -2.94, -174.25, 1.33, 1.93, -11.85, 1.83, 0.96, -2.11, -0.50, 0.97, -9.74, -21.19, 11.25, 17.69, 0.05, -0.12, 0.81, 313.81, -2.94, -174.25, -0.00, 0.39, -0.92, -0.06, 6, 313, 402, 31, 
71904, 317.19, -2.94, -174.31, 0.07, 0.64, -9.69, 0.57, -0.31, 0.05, -0.50, 0.96, -9.74, -22.69, 13.19, 18.00, 0.08, -0.03, 0.76, 317.62, -2.94, -174.31, -0.01, 0.36, -0.93, -0.06, 6, 317, 406, 23, 
72004, 321.25, -3.00, -174.44, -1.70, 0.17, -13.57, -1.19, -0.77, -3.82, -0.50, 0.95, -9.74, -21.06, 3.75, 18.87, -0.12, -0.03, 0.86, 321.69, -2.94, -174.37, -0.01, 0.33, -0.94, -0.05, 6, 321, 406, 34, 
72104, 325.44, -3.06, -174.37, 0.75, 2.03, -12.75, 1.27, 1.08, -3.01, -0.52, 0.95, -9.74, -20.25, 14.69, 17.25, 0.04, -0.00, 0.81, 325.87, -3.00, -174.37, -0.01, 0.29, -0.95, -0.05, 6, 325, 404, 39, 
72204, 329.56, -3.12, -174.44, 3.21, 2.82, -12.50, 3.74, 1.89, -2.75, -0.53, 0.93, -9.74, -17.87, 14.69, 19.37, 0.10, -0.06, 0.78, 330.00, -3.12, -174.50, -0.01, 0.26, -0.96, -0.05, 6, 329, 403, 36, 
72304, 333.69, -3.19, -174.56, -0.21, 1.95, -7.14, 2.56, 2.72, -2.50, -0.54, 0.91, -9.74, -17.87, 18.06, 17.87, 0.12, 0.05, 0.81, 334.12, -3.12, -174.62, -0.02, 0.22, -0.97, -0.05, 7, 333, 402, 22, 
72404, 337.87, -3.25, -174.69, -2.01, 0.14, -8.65, -1.45, -0.75, 1.09, -0.55, 0.90, -9.74, -15.38, 20.19, 16.25, 0.05, -0.02, 0.88, 338.31, -3.25, -174.69, -0.02, 0.19, -0.98, -0.05, 6, 337, 408, 26, 
72504, 342.19, -3.44, -174.81, -1.57, 2.14, -8.03, -0.97, 1.26, 1.71, -0.58, 0.88, -9.74, -11.50, 26.00, 15.56, 0.01, 0.04, 0.55, 342.50, -3.37, -174.75, -0.02, 0.15, -0.99, -0.05, 6, 342, 409, 32, 
72604, 346.31, -3.56, -174.87, 0.24, 1.14, -5.60, 0.85, 0.27, 4.14, -0.61, 0.86, -9.74, -8.50, 24.25, 14.75, 0.07, -0.10, 0.78, 346.69, -3.56, -174.87, -0.03, 0.12, -0.99, -0.05, 6, 346, 404, 36, 
72704, 350.56, -3.69, -174.94, -1.66, 1.84, -5.74, -1.03, 0.98, 4.00, -0.63, 0.86, -9.74, -6.87, 20.69, 14.00, 0.10, -0.06, 0.77, 350.94, -3.69, -174.94, -0.03, 0.08, -1.00, -0.05, 6, 350, 402, 26, 
72804, 354.81, -3.81, -174.87, -0.14, 2.62, -8.33, 0.50, 1.75, 1.41, -0.65, 0.86, -9.74, -6.06, 21.50, 14.75, 0.11, -0.11, 0.75, 355.25, -3.81, -174.94, -0.03, 0.04, -1.00, -0.05, 6, 354, 407, 32, 
72904, 359.12, -3.94, -174.94, -1.34, 2.05, -5.65, -0.67, 1.19, 4.09, -0.67, 0.85, -9.74, -3.25, 23.37, 15.88, 0.02, -0.09, 0.68, 359.50, -3.94, -174.94, -0.03, 0.00, -1.00, -0.04, 6, 359, 410, 36, 
73004, 3.31, -4.00, -174.94, 0.80, 2.48, -7.57, 1.49, 1.62, 2.17, -0.68, 0.85, -9.74, -2.75, 22.25, 14.25, -0.01, -0.22, 0.75, 3.75, -4.06, -174.94, -0.04, -0.03, -1.00, -0.04, 6, 3, 406, 20, 
73104, 7.50, -4.19, -175.00, -2.55, 1.00, -6.30, -1.83, 0.15, 3.44, -0.71, 0.85, -9.74, -0.56, 20.19, 13.19, 0.10, -0.13, 0.82, 7.94, -4.19, -174.87, -0.04, -0.07, -1.00, -0.04, 6, 7, 408, 26, 
73204, 11.75, -4.25, -174.94, 0.79, 1.93, -9.25, 1.52, 1.08, 0.49, -0.73, 0.85, -9.74, 1.56, 25.69, 13.25, -0.02, -0.08, 0.79, 12.13, -4.31, -174.87, -0.04, -0.11, -0.99, -0.04, 6, 11, 407, 29, 
73304, 16.06, -4.37, -174.94, -1.53, -0.01, -7.16, -0.78, -0.87, 2.57, -0.75, 0.86, -9.73, 2.19, 23.87, 13.00, -0.04, -0.14, 0.85, 16.06, -4.37, -174.94, -0.05, -0.14, -0.99, -0.04, 6, 16, 406, 32, 
73404, 20.25, -4.44, -174.87, 2.54, 2.13, -7.39, 3.31, 1.26, 2.34, -0.76, 0.86, -9.73, 3.56, 21.69, 11.88, 0.10, -0.00, 0.97, 20.25, -4.44, -174.87, -0.05, -0.18, -0.98, -0.04, 6, 20, 409, 35, 
73504, 22.75, -4.50, -174.81, 0.14, 1.18, -6.91, 0.91, 0.31, 2.81, -0.77, 0.87, -9.73, 7.25, 21.69, 12.69, 0.10, 0.18, 0.35, 22.75, -4.50, -174.81, -0.05, -0.20, -0.98, -0.04, 6, 22, 408, 28, 
73604, 23.62, -4.56, -174.81, -0.45, 0.48, -6.66, 0.33, -0.38, 3.07, -0.79, 0.87, -9.73, 7.37, 21.37, 12.19, 0.15, 0.09, -0.05, 23.62, -4.56, -174.81, -0.05, -0.20, -0.98, -0.04, 7, 23, 404, 38, 
73704, 24.25, -4.62, -174.81, -1.19, 0.66, -8.41, -0.39, -0.21, 1.31, -0.79, 0.87, -9.73, 7.37, 19.50, 13.38, 0.09, 0.04, 0.08, 24.25, -4.62, -174.81, -0.05, -0.21, -0.98, -0.04, 6, 24, 406, 23, 
73804, 24.62, -4.62, -174.81, -0.39, 2.29, -7.87, 0.40, 1.41, 1.85, -0.79, 0.88, -9.73, 6.37, 23.19, 12.19, 0.05, 0.06, 0.02, 24.62, -4.62, -174.81, -0.05, -0.21, -0.98, -0.04, 7, 24, 403, 27, 
73904, 24.56, -4.62, -174.81, -0.04, -0.10, -6.52, 0.75, -0.98, 3.20, -0.80, 0.88, -9.73, 7.37, 21.37, 12.19, 0.10, 0.10, -0.02, 24.56, -4.62, -174.81, -0.05, -0.21, -0.98, -0.04, 7, 24, 409, 36, 
74004, 24.62, -4.69, -174.75, -0.98, 2.97, -11.01, -0.18, 2.08, -1.28, -0.80, 0.89, -9.73, 8.88, 21.69, 9.88, 0.09, 0.10, -0.03, 24.62, -4.69, -174.75, -0.05, -0.21, -0.98, -0.04, 7, 24, 402, 39, 
74104, 24.69, -4.69, -174.69, -1.20, 2.05, -10.20, -0.40, 1.15, -0.47, -0.80, 0.90, -9.73, 8.88, 19.87, 13.00, 0.11, 0.09, -0.03, 24.69, -4.69, -174.69, -0.05, -0.21, -0.97, -0.04, 7, 24, 397, 30, 
74204, 24.81, -4.62, -174.62, -1.55, 1.63, -7.91, -0.75, 0.72, 1.82, -0.79, 0.90, -9.73, 8.19, 19.87, 12.56, 0.15, 0.12, 0.01, 24.81, -4.62, -174.62, -0.05, -0.21, -0.97, -0.04, 7, 24, 399, 40, 
74304, 24.87, -4.62, -174.62, -0.56, 1.61, -10.18, 0.22, 0.70, -0.44, -0.79, 0.91, -9.73, 5.56, 20.19, 10.38, 0.08, 0.12, -0.00, 24.87, -4.62, -174.62, -0.05, -0.22, -0.97, -0.04, 6, 24, 394, 28, 
74404, 24.87, -4.56, -174.56, -0.05, 3.10, -11.59, 0.73, 2.18, -1.86, -0.79, 0.91, -9.73, 7.75, 22.37, 11.19, 0.14, 0.17, 0.04, 24.87, -4.56, -174.56, -0.05, -0.22, -0.97, -0.04, 7, 24, 398, 25, 
74504, 24.87, -4.62, -174.50, -0.35, 1.44, -10.41, 0.44, 0.51, -0.68, -0.79, 0.92, -9.72, 7.37, 17.69, 11.50, 0.20, 0.14, -0.01, 24.87, -4.62, -174.50, -0.05, -0.22, -0.97, -0.04, 7, 24, 402, 39, 
74604, 24.87, -4.62, -174.44, -1.47, 2.82, -11.80, -0.67, 1.87, -2.07, -0.79, 0.94, -9.72, 6.37, 23.19, 8.88, 0.06, 0.09, 0.05, 24.87, -4.62, -174.44, -0.05, -0.22, -0.97, -0.04, 6, 24, 397, 22, 
74704, 24.75, -4.69, -174.37, -0.29, 2.06, -10.84, 0.48, 1.11, -1.11, -0.78, 0.94, -9.72, 6.69, 21.37, 9.38, 0.02, 0.16, 0.02, 24.75, -4.56, -174.37, -0.05, -0.21, -0.97, -0.04, 6, 24, 400, 35, 
74804, 24.87, -4.44, -174.56, -2.71, 5.24, -15.39, -1.95, 4.31, -5.66, -0.75, 0.93, -9.73, 7.37, 21.69, 10.50, -0.10, 0.02, 0.02, 24.94, -4.37, -174.50, -0.05, -0.22, -0.97, -0.04, 6, 24, 398, 22, 
74904, 24.87, -4.37, -174.56, -0.41, 2.96, -8.37, 0.34, 2.04, 1.36, -0.75, 0.92, -9.73, 6.69, 20.25, 9.69, -0.09, -0.05, -0.08, 24.81, -4.37, -174.56, -0.05, -0.21, -0.97, -0.04, 6, 24, 395, 35, 
75004, 24.87, -4.31, -174.62, -1.46, 4.25, -11.13, -0.71, 3.33, -1.39, -0.75, 0.91, -9.73, 8.56, 22.00, 7.06, -0.09, -0.09, 0.00, 24.87, -4.37, -174.56, -0.05, -0.22, -0.97, -0.04, 6, 24, 395, 31, 
75104, 24.87, -4.25, -174.69, 0.13, 1.42, -5.75, 0.87, 0.51, 3.98, -0.73, 0.90, -9.73, 8.88, 23.50, 7.06, -0.11, -0.10, -0.03, 24.87, -4.31, -174.62, -0.05, -0.22, -0.97, -0.04, 6, 24, 394, 22, 
75204, 28.56, -4.25, -174.69, -1.00, 0.42, -6.41, 3.78, 2.88, -0.05, -0.72, 0.92, -9.73, 8.19, 21.00, 7.37, -0.10, -0.07, 0.90, 29.06, -4.25, -174.56, -0.05, -0.25, -0.97, -0.04, 6, 28, 400, 24, 
75304, 34.31, -4.31, -174.44, 0.22, 2.76, -8.50, 2.38, 2.86, -2.71, -0.74, 0.95, -9.73, 9.56, 18.75, 7.75, -0.05, -0.21, 1.25, 35.00, -4.31, -174.37, -0.05, -0.30, -0.95, -0.03, 7, 34, 393, 27, 
75404, 41.00, -4.19, -174.44, 1.22, 1.45, -9.42, 2.27, 2.15, 1.51, -0.72, 0.95, -9.73, 11.25, 18.75, 6.75, 0.00, -0.18, 1.35, 41.75, -4.19, -174.37, -0.05, -0.36, -0.93, -0.03, 6, 41, 403, 32, 
75504, 48.00, -4.12, -174.37, 0.74, 1.18, -7.89, 1.65, 1.96, -1.46, -0.71, 0.97, -9.73, 13.19, 17.00, 6.37, -0.06, -0.16, 1.35, 48.75, -4.19, -174.25, -0.05, -0.41, -0.91, -0.03, 5, 48, 404, 35, 
75604, 55.38, -4.19, -174.37, -0.65, -1.02, -6.76, -0.58, -0.45, 2.88, -0.71, 0.96, -9.73, 17.69, 15.06, 4.87, -0.09, -0.07, 1.12, 56.00, -4.19, -174.31, -0.06, -0.47, -0.88, -0.03, 6, 55, 405, 27, 
75704, 62.81, -4.25, -174.19, -3.73, -0.79, -6.86, -3.01, -1.78, 2.86, -0.71, 0.98, -9.73, 17.69, 12.56, 5.25, 0.06, 0.03, 1.39, 63.56, -4.12, -174.19, -0.06, -0.53, -0.85, -0.02, 6, 62, 408, 29, 
75804, 70.94, -4.12, -174.00, 2.29, 5.78, -13.65, 3.00, 4.76, -3.92, -0.71, 1.00, -9.72, 19.06, 14.00, 3.75, 0.24, -0.20, 1.73, 71.87, -4.12, -174.06, -0.06, -0.59, -0.81, -0.02, 6, 70, 419, 37, 
75904, 79.56, -4.12, -173.87, 1.90, 6.06, -11.44, 2.61, 5.02, -1.71, -0.70, 1.03, -9.72, 20.50, 8.69, 2.69, 0.22, -0.11, 1.54, 80.37, -4.12, -173.94, -0.06, -0.64, -0.76, -0.02, 6, 79, 418, 34, 
76004, 87.56, -4.12, -173.81, -1.51, 1.95, -7.91, -0.80, 0.90, 1.80, -0.70, 1.05, -9.72, 20.06, 4.69, 4.25, 0.01, -0.09, 1.64, 88.44, -4.06, -173.75, -0.06, -0.70, -0.71, -0.01, 6, 87, 416, 34, 
76104, 96.06, -4.06, -173.75, -1.46, 1.26, -8.09, -0.76, 0.20, 1.62, -0.70, 1.08, -9.72, 22.06, 2.50, 1.19, -0.09, -0.18, 1.42, 96.87, -4.12, -173.62, -0.07, -0.75, -0.66, -0.01, 6, 96, 409, 33, 
76204, 104.00, -4.00, -173.69, 1.11, 3.72, -8.46, 1.80, 2.65, 1.26, -0.69, 1.07, -9.72, 20.37, -1.56, 1.19, -0.05, -0.11, 1.57, 104.87, -4.00, -173.62, -0.07, -0.79, -0.61, -0.01, 6, 104, 409, 24, 
76304, 111.94, -3.87, -173.62, 2.81, 3.11, -7.21, 3.48, 2.03, 2.51, -0.67, 1.08, -9.72, 20.75, -5.19, 1.56, -0.04, 0.02, 1.43, 112.75, -3.81, -173.56, -0.07, -0.83, -0.55, -0.00, 5, 111, 411, 36, 
76404, 120.12, -3.75, -173.50, 1.18, 5.21, -13.43, 1.83, 4.10, -3.71, -0.65, 1.10, -9.72, 19.37, -12.50, 1.56, -0.11, -0.26, 1.60, 121.00, -3.81, -173.37, -0.07, -0.87, -0.49, 0.00, 6, 120, 404, 33, 
76504, 128.19, -3.69, -173.37, 3.54, 4.29, -10.51, 4.18, 3.16, -0.79, -0.63, 1.12, -9.72, 18.75, -7.69, 2.06, -0.04, 0.04, 1.51, 129.00, -3.56, -173.31, -0.07, -0.90, -0.43, 0.00, 6, 128, 408, 21, 
76604, 136.56, -3.44, -173.37, 2.09, 4.07, -10.51, 2.68, 2.95, -0.79, -0.59, 1.12, -9.72, 17.25, -13.19, 1.19, 0.07, 0.08, 1.79, 137.44, -3.44, -173.25, -0.07, -0.93, -0.36, 0.01, 5, 136, 411, 36, 
76704, 144.62, -3.31, -173.37, 1.59, 3.07, -7.84, 2.17, 1.95, 1.88, -0.57, 1.12, -9.72, 15.38, -18.37, 0.88, 0.15, -0.03, 1.54, 145.50, -3.25, -173.31, -0.06, -0.95, -0.30, 0.01, 6, 144, 407, 37, 
76804, 152.56, -3.19, -173.50, 3.65, 1.68, -8.07, 4.21, 0.57, 1.65, -0.55, 1.10, -9.72, 13.00, -20.06, 2.50, 0.27, -0.10, 1.51, 152.56, -3.19, -173.50, -0.06, -0.97, -0.23, 0.01, 5, 152, 409, 30, 
76904, 160.31, -3.06, -173.44, 2.48, 2.60, -8.34, 3.02, 1.48, 1.38, -0.53, 1.11, -9.72, 10.56, -18.69, 1.25, 0.30, -0.05, 1.44, 160.31, -3.06, -173.44, -0.06, -0.98, -0.16, 0.02, 5, 160, 405, 27, 
77004, 168.00, -2.94, -173.50, 1.00, 1.74, -7.61, 1.50, 0.64, 2.11, -0.50, 1.09, -9.73, 7.69, -19.06, 2.19, 0.16, -0.11, 1.42, 168.00, -2.94, -173.50, -0.06, -0.99, -0.10, 0.02, 6, 168, 413, 31, 
77104, 175.56, -2.87, -173.56, 1.46, 3.74, -9.80, 1.95, 2.65, -0.07, -0.49, 1.09, -9.73, 6.87, -17.56, 2.56, -0.01, -0.15, 1.45, 175.56, -2.87, -173.56, -0.06, -1.00, -0.04, 0.02, 5, 175, 408, 19, 
77204, 182.94, -2.81, -173.69, 3.62, 3.83, -8.98, 4.11, 2.76, 0.74, -0.49, 1.06, -9.73, 4.19, -23.69, 2.87, 0.02, -0.07, 1.39, 182.94, -2.81, -173.69, -0.05, -1.00, 0.03, 0.03, 6, 182, 409, 31, 
77304, 189.62, -2.81, -173.81, -0.60, 2.49, -9.92, -0.11, 1.44, -0.18, -0.49, 1.05, -9.73, 0.56, -22.69, 3.87, 0.05, -0.16, 1.23, 190.31, -2.87, -173.81, -0.05, -0.99, 0.09, 0.03, 6, 189, 405, 20, 
77404, 196.62, -2.87, -173.94, 3.22, 2.33, -7.46, 3.70, 1.28, 2.26, -0.47, 1.04, -9.73, -1.25, -20.56, 4.25, -0.05, 0.03, 1.35, 197.31, -2.75, -173.87, -0.05, -0.99, 0.15, 0.03, 5, 196, 416, 20, 
77504, 203.94, -2.87, -174.00, 1.58, 1.57, -8.79, 2.06, 0.54, 0.94, -0.48, 1.03, -9.74, -1.75, -21.37, 4.00, -0.07, 0.02, 1.36, 204.69, -2.81, -173.94, -0.05, -0.98, 0.21, 0.04, 5, 203, 408, 25, 
77604, 211.25, -2.94, -173.94, 3.19, 2.17, -6.56, 3.69, 1.15, 3.17, -0.49, 1.01, -9.74, -4.37, -19.75, 5.06, 0.20, -0.03, 1.42, 212.00, -2.87, -174.00, -0.04, -0.96, 0.28, 0.04, 5, 211, 405, 22, 
77704, 219.00, -2.94, -173.94, -0.11, 5.77, -10.80, 0.39, 4.74, -1.06, -0.50, 1.03, -9.73, -8.75, -23.69, 6.69, 0.02, -0.15, 1.61, 219.87, -2.94, -173.94, -0.04, -0.94, 0.34, 0.04, 6, 219, 403, 29, 
77804, 225.62, -2.94, -174.00, -2.42, -1.02, -10.00, 0.35, 0.44, 2.78, -0.51, 1.02, -9.73, -9.56, -14.00, 6.19, -0.03, -0.12, 0.80, 226.06, -2.94, -173.94, -0.04, -0.92, 0.39, 0.04, 6, 225, 407, 29, 
77904, 229.75, -2.94, -174.12, -2.79, -2.09, -7.40, -1.88, 0.98, 1.64, -0.51, 1.01, -9.74, -11.50, -16.56, 5.37, -0.14, -0.17, 1.02, 230.31, -2.94, -174.00, -0.04, -0.90, 0.42, 0.05, 5, 229, 413, 21, 
78004, 231.87, -3.00, -174.06, -0.08, 0.94, -8.90, 2.78, -1.31, -0.70, -0.51, 1.01, -9.74, -12.19, -16.19, 6.25, -0.03, -0.06, 0.42, 232.06, -3.00, -174.06, -0.03, -0.90, 0.44, 0.05, 6, 231, 414, 34, 
78104, 233.37, -3.00, -174.00, -0.54, -1.43, -10.06, 0.08, -0.22, -3.73, -0.51, 1.01, -9.74, -11.75, -15.69, 7.06, 0.06, 0.02, 0.13, 233.44, -3.00, -174.00, -0.03, -0.89, 0.45, 0.05, 6, 233, 409, 23, 
78204, 234.25, -3.06, -173.87, 0.76, 0.38, -11.57, -1.07, -1.46, -1.82, -0.51, 1.02, -9.73, -15.75, -15.38, 7.75, 0.08, 0.07, 0.12, 234.31, -3.00, -173.94, -0.03, -0.89, 0.46, 0.05, 6, 234, 403, 32, 
78304, 234.69, -3.06, -173.81, 0.30, -0.56, -7.94, -0.56, 0.17, -2.44, -0.52, 1.05, -9.73, -13.19, -15.00, 8.56, 0.02, 0.06, 0.07, 234.69, -3.06, -173.81, -0.04, -0.89, 0.46, 0.05, 6, 234, 401, 25, 
78404, 235.00, -3.06, -173.62, -0.77, -0.34, -7.84, -0.23, -1.42, 1.88, -0.52, 1.08, -9.73, -12.56, -20.06, 7.37, -0.04, 0.08, 0.04, 235.00, -3.00, -173.62, -0.04, -0.89, 0.46, 0.05, 6, 235, 410, 18, 
78504, 235.25, -3.00, -173.44, -1.23, 1.13, -5.23, -0.71, 0.02, 4.49, -0.51, 1.11, -9.72, -12.88, -19.00, 6.56, -0.02, 0.00, -0.02, 235.25, -3.00, -173.44, -0.04, -0.88, 0.46, 0.05, 6, 235, 409, 29, 
78604, 235.31, -2.94, -173.37, -1.23, 4.06, -7.42, -0.72, 2.94, 2.30, -0.50, 1.12, -9.72, -13.69, -20.50, 7.75, -0.02, -0.01, -0.00, 235.31, -2.94, -173.37, -0.04, -0.88, 0.46, 0.05, 6, 235, 408, 28, 
78704, 235.44, -2.94, -173.37, -0.30, 2.16, -8.14, 0.20, 1.03, 1.58, -0.49, 1.13, -9.72, -14.69, -16.75, 8.88, -0.08, 0.05, 0.01, 235.44, -2.87, -173.31, -0.04, -0.88, 0.46, 0.05, 6, 235, 406, 32, 
78804, 235.37, -2.81, -173.37, 0.32, 2.71, -6.39, 0.80, 1.58, 3.33, -0.48, 1.12, -9.72, -12.50, -17.87, 8.06, -0.02, -0.03, -0.02, 235.37, -2.81, -173.37, -0.04, -0.88, 0.46, 0.05, 6, 235, 406, 29, 
78904, 235.31, -2.75, -173.37, 1.04, 2.18, -6.22, 1.52, 1.06, 3.51, -0.47, 1.11, -9.73, -14.69, -18.25, 10.50, -0.05, -0.01, -0.01, 235.31, -2.75, -173.37, -0.04, -0.88, 0.46, 0.05, 7, 235, 409, 29, 
79004, 235.25, -2.69, -173.50, -5.40, 5.55, -14.27, -4.93, 4.46, -4.54, -0.46, 1.09, -9.73, -13.56, -15.69, 11.75, -0.35, -0.21, -0.30, 235.12, -2.81, -173.37, -0.04, -0.88, 0.46, 0.05, 6, 235, 397, 23, 
79104, 231.62, -2.75, -173.37, -0.40, 3.53, -8.61, 0.07, 2.41, 1.11, -0.47, 1.12, -9.73, -13.19, -15.69, 9.75, -0.08, 0.14, -0.93, 231.12, -2.75, -173.37, -0.04, -0.90, 0.43, 0.05, 6, 231, 401, 37, 
79204, 226.50, -2.81, -173.37, 1.09, 2.24, -6.94, 1.57, 1.12, 2.78, -0.48, 1.12, -9.72, -11.75, -23.00, 10.50, -0.16, 0.02, -1.07, 225.94, -2.75, -173.37, -0.04, -0.92, 0.39, 0.04, 6, 226, 405, 23, 
79304, 220.62, -2.81, -173.31, -2.17, 2.17, -8.82, -1.68, 1.04, 0.89, -0.48, 1.13, -9.72, -9.56, -21.87, 9.75, -0.08, 0.04, -1.17, 220.00, -2.87, -173.25, -0.05, -0.94, 0.34, 0.04, 7, 220, 409, 32, 
79404, 214.44, -2.81, -173.37, -2.68, 3.34, -8.66, -2.19, 2.21, 1.06, -0.48, 1.12, -9.72, -10.00, -22.25, 9.38, -0.11, 0.16, -1.23, 214.44, -2.81, -173.37, -0.05, -0.95, 0.29, 0.04, 6, 214, 407, 31, 
79504, 208.00, -2.87, -173.44, -0.98, 2.02, -7.03, -0.48, 0.90, 2.69, -0.50, 1.11, -9.73, -6.37, -23.56, 9.75, -0.11, 0.20, -1.24, 208.00, -2.87, -173.44, -0.05, -0.97, 0.24, 0.04, 6, 208, 406, 26, 
79604, 201.31, -3.00, -173.44, -1.38, 2.81, -7.84, -0.86, 1.69, 1.88, -0.51, 1.11, -9.72, -4.37, -24.69, 10.75, -0.12, 0.20, -1.25, 201.31, -3.00, -173.44, -0.05, -0.98, 0.18, 0.04, 6, 201, 401, 37, 
79704, 194.19, -3.12, -173.37, -2.93, 3.26, -8.65, -2.38, 2.14, 1.07, -0.54, 1.12, -9.72, -1.19, -25.75, 11.19, -0.18, 0.12, -1.45, 194.19, -3.12, -173.37, -0.05, -0.99, 0.12, 0.03, 7, 194, 409, 41, 
79804, 187.25, -3.25, -173.44, 0.26, 2.11, -8.45, 0.82, 1.00, 1.27, -0.56, 1.11, -9.72, 1.37, -26.06, 10.00, -0.10, 0.22, -1.29, 187.25, -3.25, -173.44, -0.05, -1.00, 0.06, 0.03, 6, 187, 408, 35, 
79904, 181.06, -3.31, -173.50, -3.12, 2.42, -7.01, -2.55, 1.32, 2.71, -0.56, 1.10, -9.72, 4.87, -25.25, 10.38, -0.08, 0.23, -1.34, 180.31, -3.31, -173.50, -0.06, -1.00, 0.00, 0.03, 6, 181, 410, 39, 
80004, 174.06, -3.44, -173.56, -0.54, 1.77, -7.95, 0.04, 0.67, 1.76, -0.58, 1.09, -9.72, 7.75, -26.00, 10.38, -0.15, 0.23, -1.22, 173.37, -3.44, -173.50, -0.06, -1.00, -0.06, 0.03, 6, 174, 411, 28, 
80104, 167.31, -3.56, -173.69, -0.14, 0.60, -6.21, 0.46, -0.46, 3.51, -0.60, 1.06, -9.72, 10.25, -23.50, 9.88, -0.06, 0.23, -1.34, 166.56, -3.50, -173.69, -0.06, -0.99, -0.12, 0.02, 6, 167, 408, 29, 
80204, 160.62, -3.62, -173.81, -1.86, 2.57, -12.47, -1.23, 1.52, -2.74, -0.63, 1.05, -9.72, 14.19, -22.37, 10.69, -0.13, 0.05, -1.32, 159.94, -3.69, -173.81, -0.06, -0.98, -0.17, 0.02, 6, 160, 406, 36, 
80304, 153.94, -3.69, -173.87, -0.02, 1.13, -9.74, 0.60, 0.10, -0.01, -0.63, 1.03, -9.73, 16.50, -19.56, 9.25, -0.01, 0.18, -1.27, 153.19, -3.69, -173.94, -0.06, -0.97, -0.23, 0.02, 6, 153, 407, 22, 
80404, 146.94, -3.75, -173.94, -5.72, 0.87, -15.15, 1.71, -0.18, 0.05, -0.63, 1.01, -9.73, 20.37, -17.37, 9.69, 0.03, 0.31, -1.37, 146.19, -3.69, -174.00, -0.06, -0.96, -0.29, 0.02, 6, 146, 409, 36, 
